x,y,p,ax,ay,vx,vy,altidude,azimuth,v,a,att,dvp,alfa,sina,cosa,deva,devsina,devcosa,beta
-2.160792257065992,0.7165192967613242,-0.08499946909476461,0.2249767142175939,-0.23618235170402635,0.2030755304466963,-0.3183491113806986,-1.200211847570574,-0.025746905715152268,2.216363994824334,-0.7814935963802521,-0.012834792551444355,1.5645541329930193,-0.22540117884425712,-0.22540223976471482,0.20770068358919697,-0.08903676184477566,-0.08903676184477566,-0.08903676184477566,-0.010609672705973652
-2.1500942950829427,0.6737339528728843,0.5523401052093091,1.0638275562683839,-1.1939203262167473,0.4531544314871485,-0.7068790141620656,-1.200211847570574,-0.025746905715152268,2.194114681006946,0.5124140760773056,-0.21159877367790383,1.672915341011412,-0.30082876136696096,-0.3008301907168805,0.20601181130064214,-0.18996139997468142,-0.18996139997468142,-0.18996139997468142,-0.022526218052752844
-2.114791020538881,0.5351367484683104,1.7174936445891233,0.723580633421763,-0.8376480968905847,0.7416847703573014,-1.1802576601257508,-1.200211847570574,-0.025746905715152268,2.1222367348889413,0.017411895269385056,-0.40191803648367613,1.7165722427901824,-0.3962160084806216,-0.39621790262109224,0.2009714976088823,-0.15556780191855085,-0.15556780191855085,-0.15556780191855085,-0.06067764657032885
-2.0544069684567825,0.24883907500204766,2.5171159816442645,0.26347146082572587,-0.9012929651711997,0.8240296896618033,-1.7244751718659652,-1.200211847570574,-0.025746905715152268,2.0025235000164066,-0.06145024707571271,-0.6421064654386486,1.1555629296598673,-0.5137010559648411,-0.5137035192036967,0.19837751970715745,-0.1690625963760683,-0.1690625963760683,-0.1690625963760683,-0.12634525079449052
-1.9818985594605614,-0.1701386808416644,2.937816086358273,0.36586238287295036,-0.8672919197956988,0.9562713444685046,-2.2466542227537123,-1.200211847570574,-0.025746905715152268,1.873711302084467,-0.07987002478849634,-0.692529136410957,0.6706141407560879,-0.6357608782179686,-0.6357639265663912,0.19336181802504485,-0.17288853048664382,-0.17288853048664382,-0.17288853048664382,-0.19572108109362926
-1.8992865197025723,-0.7313549469527963,2.615088295452415,0.3811542786600786,-1.4581529826553228,1.0877477119336334,-3.098567185426067,-1.200211847570574,-0.025746905715152268,1.7651494489270354,0.566295820128436,-0.6179104349342638,-0.30664736399435727,-0.8359387283203022,-0.8359427162743791,0.18704843682127573,-0.24868267269063105,-0.24868267269063105,-0.24868267269063105,-0.2777883963074087
-1.827253575683376,-1.3576595553622997,2.7115046527922093,-0.622555505591397,0.4024520378197832,0.7383175059907933,-2.797736173137091,-1.200211847570574,-0.025746905715152268,1.7347914172716765,-0.19322581759324206,-0.14693707429534217,0.25559227817042424,-0.7753364767245808,-0.7753401833394811,0.19939076305017336,-0.020126243727411144,-0.020126243727411144,-0.020126243727411144,-0.31846531496934527
-1.769603447219168,-1.930710065527682,2.1721421637653973,0.08946970990637496,0.4318081315989403,0.7358685864573358,-2.477877418718766,-1.200211847570574,-0.025746905715152268,1.7728912733258575,-0.4580227698073031,0.2324280812851254,-0.5580843955746131,-0.6991103526821683,-0.6991137014307177,0.19964669421401995,-0.007059828600779999,-0.007059828600779999,-0.007059828600779999,-0.2882593048419002
-1.7190852934103258,-2.36174964704207,1.9641664401918966,-0.1594603673842567,1.2432114945279682,0.6193918510453686,-1.6818433947953402,-1.200211847570574,-0.025746905715152268,1.8220908020345026,0.46121503312189716,0.3109780614053883,-0.1506076127616542,-0.5208682397908453,-0.5208707375828882,0.20267440294408318,0.08757387076837286,0.08757387076837286,0.08757387076837286,-0.21605631104591475
-1.687110273705435,-2.5854623759906676,1.8766942997447724,-0.4504382499180966,1.418395841769448,0.3538371392379763,-0.7225079893507313,-1.200211847570574,-0.025746905715152268,1.8496168558603454,0.7070123335573762,0.17383246488470533,0.020249781227673593,-0.31377122166339894,-0.31377271417313807,0.20678524451394484,0.10238892903108032,0.10238892903108032,0.10238892903108032,-0.11576685645205068
-1.6703501332653248,-2.63029595442696,1.7036533774877254,-0.0612899298935753,0.9282605539854494,0.2779206337007959,-0.08086362054770646,-1.200211847570574,-0.025746905715152268,1.8406165231176654,0.10244914298345859,-0.0285815853919875,-0.0892620752294455,-0.1768740195826404,-0.1768748433498081,0.2073623481683958,0.04368005639739237,0.04368005639739237,0.04368005639739237,-0.03428755089881978
